turn_id,title,video_url,view,channel_url,channel_name,video_length,create_stamp,queriy,scrape_at,channel_country,channel_subscriber,mean_view,create_at,tag,description,like,dislike
349,Here's Why You Should NEVER Mix Bleach and Ammonia,/watch?v=sTUYvQl6_bs,15693,/channel/UCcN3IuIAR6Fn74FWMQf6lFA,Science ABC,4 分 39 秒,3 か月,BLEACH,2020/08/28,,,,2020/05/06,"ammonia,bleach,what happens when you mix bleach and ammonia,reaction,bleach and ammonia reaction,bleach and ammonia,mixing bleach and ammonia,chemistry,science,curiosity","Ammonia and bleach are very popular for cleaning surfaces. However, the fact that you should NEVER mix ammonia and bleach is so well-known because their comb...",217,16
350,Spiritbox - Bleach Bath (Official Music Video),/watch?v=E_kA0gP0VlU,364450,/channel/UCVjNgWlPDR7k9MinGWxFh_A,Pale Chord Music,5 分 1 秒,1 年,BLEACH,2020/08/28,,,,,"spiritbox,metal,iwrestledabearonce,bleach bath,courtney laplante,mike stringer","<meta content='Spiritbox ""Bleach Bath"" the final single from the Singles Collection EP available now. Available Now: https://orcd.co/spiritboxsingles Lyrics: I can see I ca...' property=""og:description""/>",10685,124
351,【BLEACH】自らを「フィンドール・キャリアス」だと錯覚した人間が創る「豚肉のシードル煮込み-不正解の先」,/watch?v=cFQVV0sWVWI,11665,/channel/UCBhIBTWrm8nbxnrtxoEN_4Q,NAMIE,3 分 39 秒,1 週間,BLEACH,2020/08/28,,,,2020/08/19,,こんばんは。 最近現世の家具を販売している青地に黄色の文字を刻印している象徴を持つ施設に行きました。 いつも思うのですが、虚無感と言うかやりきれない気持ちというか何も得られていない感が施設を出る時に襲ってきませんか？ これをそのまま同伴者に伝えたら哀しい目をしていました。 私の脳が常軌を逸していたようです。 ただ...,379,4
352,GIN BETRAYS AIZEN! Bleach Episode 306 & 307 REACTION!,/watch?v=yjnnEkHfwzk,96218,/user/SuperMechaFrieza,SuperMechaFrieza,20 分 47 秒,4 か月,BLEACH,2020/08/28,,,,2020/04/10,"GIN BETRAYS AIZEN! Bleach Episode 306 &amp; 307 REACTION!,gin betrays aizen reaction,bleach episode 306 reaction,bleach episode 307 reaction,aizen reaction,aizen transforms reaction,supermechafrieza,aizen,gin,skillshare,bleach reaction,anime reaction,epic bleach,anime,react,manga,bleach",The first 1000 people who click the link will get 2 free months of Skillshare Premium: https://skl.sh/supermechafrieza3 ♥ Join my PATREON https://www.patreon...,3884,81
354,Ichigo (Full Hollow) vs. Ulquiorra Cifer: Final Fight - Bleach Ep. 271,/watch?v=dB-lcE1Hl7I,51874,/channel/UCNPEvvzf3fuzDVGwDsWz2RQ,Omni-Geek,4 分,4 年,BLEACH,2020/08/28,,,,2016/06/16,"Ulquiorra,ichigo,bleach,bankai,hollow,vasto lord,quincy,soul reaper,Zanpakuto,fight,anime,brutal,mange",The first time we get to see the true power of Ichigo's inner. When it looks like Ichigo is actually dead Orihme panics. Even though Ichigo is unresponsive s...,126,20
356,Exploring Tiktok's Art & Drawing Advice... *uhhh drawing with brushes & bleach???*,/watch?v=1aoIAsi8e2E,459079,/user/SuperRaedizzle,SuperRaeDizzle,12 分 20 秒,1 か月,BLEACH,2020/08/28,,,,2020/07/13,"drawing,art,painting,art hacks,tiktok art hacks,drawing hacks,superraedizzle,easy art,art tutorial,drawing tutorial for beginners,rae dizzle,tiktok art,art advice,copic markers,blending markers,nerdecrafter,art channel,cheap art supplies,art supplies",Save 33% on your first Native Deodorant Pack + free shipping at https://bit.ly/nativesuperrae - just make sure to use my code: SUPERRAE welcome back to anoth...,25987,314
359,Ichigo vs. Aizen - Ichigo Menggunakan Final Getsuga Tenshou [SUB INDO BLEACH],/watch?v=RhNd2bbQCp0,14090,/channel/UC8y0TmKWhDZsG20Yqp2vvBA,chi kim,12 分 26 秒,3 か月,BLEACH,2020/08/28,,,,,"ichigo vs aizen,ichigo hollow,ichigo bankai,ichigo vs aizen full fight,ichigo new bankai,ichigo full hollow,ichigo vs ulquiorra sub indonesia,ichigo aikatsu,ichigo amv,ichigo all bankai,ichigo aizen,ichigo angry,ichigo all form,ichigo and hollow ichigo,ichigo awakening,ichigo bleach,ichigo bahasa indonesia",Ichigo vs. Aizen - Ichigo Menggunakan Final Getsuga Tenshou [SUB INDO BLEACH],54,50
360,Ichigo Kurosaki's Powers EXPLAINED!,/watch?v=WPHKAZgCPjU,1971353,/user/JaymesHanson,JaymesHanson,8 分 54 秒,3 年,BLEACH,2020/08/28,,,,2017/07/05,"anime,manga,jaymes,hanson,jaymesHanson,amv,ost,abridged,bleach,dragon,ball,dragonball,fairytail,family friendly,ichigo kurosaki,powers,explained,mugestu,quincy,hollow,getsuga,soul reaper,ichigo vs byakuya,ichigo vs grimmjow,ichigo vs kenpachi,full fight,ichigo,ichigo kurosaki vs ginjou,ginjou kuga,ichigo vs ginjou kuga,Аниме,anime fight full,hd,60 fps,top 10 anime,top anime,top 10","Ichigo Kurosaki's Powers Explained, We dive into Ichigo powers &amp; understand why it works &amp; why it matters! Ichigo's Abilities Explain Video: https://youtu.be...",33096,3148
363,No Rome - 5 Ways To Bleach Your Hair,/watch?v=MMx8MGvM_FE,169888,/channel/UCOo6npVJ8V3c-Xavov3IUVA,no rome,1 分 21 秒,1 年,BLEACH,2020/08/28,,,,2019/06/18,"no,rome,ways,to,bleach,your,hair",No Rome - 5 Ways To Bleach Your Hair Crying In The Prettiest Places - Out Now Directed by Dirty Hit http://vevo.ly/v5jE99,10029,93
364,Ichigo Final Form vs Evil God - Anime War,/watch?v=FkVYAvZPLjw,6631633,/channel/UCObfIFcPxDOsyNXTG3ISyBg,MaSTAR Media,7 分 42 秒,3 年,BLEACH,2020/08/28,,,,2016/12/24,"Ichigo Final Form vs Evil God - Anime War,ichigo final form,anime war,ichigo,Ichigo Final Form - Anime War,ichigo vs,evil god,Bleach,ichigo transformation,mastar media,anime,manga","The continuation of Goku vs Saitama, now called Anime War. Ichigo battles an Evil God in this clip of Anime War. The Evil Gods are incredibly strong, pushing...",40289,8588
367,Bleach Dub Trailer,/watch?v=mnFXQUq-7ks,79706,/user/kylem9991,K Morgan,1 分 41 秒,7 年,BLEACH,2020/08/28,,,,2013/02/16,Bleach (manga), ,511,16
368,Top 10 Bleach Fight (Tagalog),/watch?v=IPYaqQM5y-8,69962,/channel/UC5fQk4WId9m_0rreGSbWmiw,Pinoy Anime Clips,10 分 57 秒,1 年,BLEACH,2020/08/28,,,,2019/07/09,"bleach tagalog dub.,bleach anime tagalog,anime clips tagalog",Subscribe for more vidoes,247,60
369,Bleach solution disinfectant,/watch?v=JA66hZg-SO0,133501,/user/abc4utah,abc4utah,3 分 52 秒,1 年,BLEACH,2020/08/28,,,,2018/09/11,"video,norovirus,bleach solution,homemade disinfectant",Bleach solution disinfectant,793,68
371,BLEACH & TONE HAIR AT HOME | Wella T14,/watch?v=oFonMgXUtNk,749663,/user/5footCloset,5footcloset,5 分 37 秒,1 年,BLEACH,2020/08/28,,,,2018/10/30,"brassy hair,brass,orange,orange hair,fix orange hair,tone orange hair,wella,wella t14,t14,pale ash blonde,wella t14 pale ash blonde,blonde,asian hair,asian blonde hair,diy hair,tone at home,how to fix brassy hair,how to fix orange hair,cheap fix,hair fix,yellow hair,fix yellow hair,fix asian hair",I decided to go back to blonde again :D. Please click arrow down button to see more info! Products used in video: Schwarzkopf Igora Bleaching Powder https://...,6852,424
372,I Tried To Go Blonde Without Bleach,/watch?v=ZLdUsRGn7Pw,95271,/user/BuzzFeedYellow,As/Is,6 分 48 秒,4 日,BLEACH,2020/08/28,,,,2020/08/23,"BuzzFeed,BuzzFeed As/Is,As/Is,Women,Blonde,Black Girl Blonde,Hair Color,beauty,Selorm,At-home,Dye,Self - Dye,at home,no bleach,how to,Hair wax,natural hair,hair color,natural hair color,natural hair color wax,buzzfeed selorm,hairstyles,curly hair,hair dye,hair tutorial,do it yourself,PL-WomenTry,black woman,first time,review,new hairstyle,hair paint wax,hair paint,hair paint wax blonde",Can Selorm effectively go blonde without bleaching her hair? MOFAJANG Gold Hair Wax Color: https://amzn.to/3a0opz0 Hair Paint Wax Gold Splash of Color: https...,4106,79
373,RENJI 🆚 BYAKUYA | Bleach Episodes 51 & 52 | Reaction/Review,/watch?v=g2tzZno2yig,411,/channel/UCja_WQ4KK699wC77w5g_Ijw,wulf,28 分 36 秒,13 時間,BLEACH,2020/08/28,,,,2020/08/26,"wulf,reaction,review,anime,manga,arc,entertainment,film,animation,sword,orihime,inoue,ichigo,kurosaki,sado,chad,renji,abarai,sosuke,aizen,toshiro,hitsugaya,gin,ichimaru,byakuya,kuchiki,rukia,isshin,mayuri,kurotsuchi,yachiru,kyoraku,ikkaku,rangiku,matsumoto,yoruichi,ukitake,kisuke,urahara,kenpachi,zaraki,shinji,hirako,tosen,ulquiorra,szayelaporro,arrancar,visored,hollow,soul,society,grimmjow,nnoitra,coyote,starrk,nelliel,uryu,ishida,shikai,bankai,reiatsu,hueco,mundo,zanpakuto,gotei,13,espada,vs",https://myanimelist.net/animelist/wulfreacts,44,No
374,ブリーチ - ダイヤモンドダストリベリオン9/10 RAW HQ,/watch?v=zsyWtpZpQws,1995387,/user/MrMsWindow,KissMyCheeks,9 分 18 秒,11 年,BLEACH,2020/08/28,,,,2008/09/06,"Bleach,The,Diamond,Dust,Rebellion,9/10,RAW,HQ",Bleach - The Diamond Dust Rebellion 9/10 RAW HQ,5373,380
377,ALL ABOUT FACIAL BLEACH | HOW I BLEACH MY FACE AT HOME | FACIAL BLEACH | DOS & DON’TS | SABA IBRAHIM,/watch?v=nYgVEZZm0pw,338588,/channel/UCZy6DH9FkMmXwqxrWj8cJWg,Saba Ibrahim,7 分 49 秒,1 か月,BLEACH,2020/08/28,,,,2020/07/02,,"#facialbleach #howtobleachfaceathome #bleachcleanup #oxylifebleach If you have pimples on your face, and if ur skin is very sensitive and prone to acne pleas...",13671,519
378,Should You Drink Bleach or Lysol to Cure Coronavirus?,/watch?v=CU9YrrwTVMU,98780,/user/cbstvdinsideedition,Inside Edition,1 分 13 秒,4 か月,BLEACH,2020/08/28,,,,2020/04/24,"news,coronavirus,Safety tips,Inside edition,inside_edition,ie health and wellness,ie coronavirus,president trump,bleach,beach comment,do not drink bleach,coronavirus cure,president trump press conference bleach","Just to be clear: it is never, ever, OK to inject disinfectants, bleach, or cleaning products. Likewise with ingesting such products. The musings of Presiden...",1685,573
379,WHITE TIGER EXTREME CHALLENGE PART 7 - Bleach: Immortal Soul Gameplay,/watch?v=PRpxVJEw5jE,74,/channel/UC6_ASZM1zCj79onRaZqGt4Q,RPGamerMobile,14 分 40 秒,18 時間,BLEACH,2020/08/28,,,,2020/08/26,,Floors 61 - 70 on White Tiger Soul Extreme Challenge.,3,No
382,Natural Highlights without Bleach,/watch?v=r9BxWZfg4NU,90545,/user/GuyTangHair,Guy Tang,15 分 51 秒,2 か月,BLEACH,2020/08/28,,,,2020/06/15,"Guy Tang,Paranormal Hairtivitiy,Mydentity,Guy,Guy Hairstylist,Hair,Hairstyle,Hair Cut,Hair Color,Hair Trends,Makeover,Make over,MUA,Make-up artist,Model,Blonde Hair,Tutorial,Step-by-step hair,hair care,DIY,Do It Yourself,Cosmetologist,Schwarzkopf,Olaplex,Hair Care,Mydentity Color Line,MyHero,Hairbesties,Extreme Make over,Hair Salon,Ratchet Salon,Ombre,Balayage,Natural Hair Color,Caramel Highlights,Brad Mando","Get your Guy Tang #Mydentity styling products, hair colors and lighteners at https://www.mydentitycolor.com/ or at Cosmoprof online and stores (US and Canada...",3487,52
383,Bleach: Brave Souls - Free Seasonal Brave Souls Summons + Tickets,/watch?v=0z7d_vNRDFw,1822,/user/PTZ2ND,TonberryPhantom,11 分 37 秒,2 日,BLEACH,2020/08/28,,,,2020/08/24,"Bleach,Brave Souls,KLabGames,Ichigo Kurosaki,Rukia Kuchiki,Soi Fon",NyaHello! I hope you had better luck then I did. ......i know you did. Just remember it's fine if you don't like this style/type of video. I just won't do it...,152,14
385,How to remove and kill mold - Bleach vs vinegar,/watch?v=kbRKXNZxSAQ,60800,/channel/UC6vZcZe0b9J2oY6uRvFQxpg,Billshowto,6 分 10 秒,5 か月,BLEACH,2020/08/28,,,,2020/03/22,"toxic mold,mildew,cleaning,mold removal,black mold,black mold removal,how to remove mold,home improvement,mold,mould,mold remediation,kill mold,how to kill mold,mould removal,how to clean ceiling,how to get rid of mold on walls,how to remove mold from drywall,how to,bleach,vinegar,bathroom mold,how to clean,health,water damage,removing mold from drywall,mould spores,toxic,clean,walls,spore,remove,removal,ceiling,drywall,hack,bleach and vinegar,fast,easy","This is how to remove mold / mould from walls and ceilings. In this video i will test which is the better way to clean, remove and kill mould using bleach or...",708,35
386,"[Bleach Brave Souls] Lots to Talk About, MODS, Zhang Retires, Bankai SHUHEI!!! XCOOP!!!",/watch?v=w4bp_oxDZ78,4380,/channel/UCXs49p0sJ0qIoNadoH48K9A,Bleach Cowboy,1 時間 45 分 55 秒,,BLEACH,2020/08/28,,,,,"Bleach Brave Souls,BBS,Bravesouls,Summoning,Fierce Battle,Ulquiorra,Kisuke,Yoruichi","Check out the game here, it's free! https://store.steampowered.com/app/1201240/BLEACH_Brave_Souls/ Squad 六 Discord: https://discord.gg/Q9AuK4s BLEACH officia...",171,14
387,ПРОДОЛЖЕНИЕ АНИМЕ БЛИЧ | 2 СЕЗОН BLEACH 2021,/watch?v=BbLJxpe9QAU,129693,/channel/UCISfGIlRx6U11NL05iYXMWg,Территория Фауста,10 分 2 秒,5 か月,BLEACH,2020/08/28,,,,2020/03/21,"Блич,блич 2021,продолжение блич,2 сезон блич,анонсировали официальное продолжение аниме блич,аниме блич,манга блич,финал блич,ичиго,ичиго блич,ичиго куросаки,банкай,шикай,эспада,блич топ,истинная сила ичиго,банкай урорахы,банкай зараки,банкай уноханы,блич банкай,блич 367 серия,аниме,манга,блич 2020,блич 2,сжечь ведьму,сжечь ведьму манга,сжечь ведьму аниме,кубо тайто,продолжение блич в 2021,ичиго пустой,ичиго квинси,территория фауста",МОЯ ГРУППА ВК - https://vk.com/anime_battle_ab МОЙ ТВИЧ КАНАЛ - https://www.twitch.tv/faust_dolbaust Анонсировали официальное продолжение Блич. Продолжение а...,10865,400
388,INJECTING BLEACH WORKS! | Flagrant 2 with Andrew Schulz and Akaash Singh,/watch?v=GRI3DdRZAFU,317551,/channel/UC5PstSsGrRwj2o6asQpC4Rg,Flagrant 2,2 時間 4 分 34 秒,3 か月,BLEACH,2020/08/28,,,,2020/04/28,"andrew schulz,andrew schultz,comedy,comedian,stand up,flagrant 2,sports,entertainment,pop culture,commentary,comedy club,near me,jokes,interviews,akaash singh,alexxmedia,alexx media,alex media,eddin,eddin media,Thankyoueddin",Video By - AlexxMedia https://www.instagram.com/alexxmedia Eddin https://www.instagram.com/thankyoueddin The Flagrant 2 podcast is a comedy and sports show h...,4181,199
389,That Time Everyone Tried To Defend Injecting Bleach - SOME MORE NEWS,/watch?v=wkO4QAP5wPo,463331,/channel/UCvlj0IzjSnNoduQF0l3VGng,Some More News,27 分 19 秒,2 か月,BLEACH,2020/08/28,,,,2020/05/28,"Donald Trump,President Trump,Bleach,UV light,ben shapiro,Scott Adams,Rush Limbaugh,coronavirus,covid-19,dilbert,trump derangement syndrome,some more news,more news,news,breaking news,cody johnston",Hi. In this episode we examine all the grifters who love to protect President Donald Trump's bad words. Support SOME MORE NEWS: http://www.patreon.com/SomeMo...,24597,472
390,Explaining Ceros - BLEACH,/watch?v=ssQGonIdAYw,48809,/channel/UCqCl8NICKSjAq-prcj22BqA,Clyde,13 分 24 秒,5 日,BLEACH,2020/08/28,,,,2020/08/21,"cero,ceros,bleach,bleach ceros,gran rey cero,cero oscuras,lanza del relampago,luz de la luna,ulquiorra vs Ichigo,ichigo vs ulquiorra,grimmjow vs ichigo,grimmjow cero,bala,bleach bala,ulquiorra cero,ulquiorra 2nd resureccion,ulquiorra vs yammy,urahara vs yammy,cero explained,bleach explained,bankai explained,explaining ceros - BLEACH","Explaining Ceros. Without a doubt one of the most ICONIC attacks in the anime series of BLEACH. Today, I will be explaining Ceros, how strong they are, how f...",4023,33
391,Bleach 2,/watch?v=JCZUR4-X5pk,4483,/user/iNiiSVZ,純情ロマンチカ Romantica,10 分 43 秒,6 か月,BLEACH,2020/08/28,,,,2020/01/30,, ,19,No
392,"Monster(Naruto,Tokyo Ghoul,Bleach,)Tauz Vevo 06",/watch?v=bB6cApvXtUc,199290,/channel/UCmwIkAoZuUnAS4DQUQe7alA,Dr Praga,3 分 56 秒,1 か月,BLEACH,2020/08/28,,,,2020/07/08,"Naruto,Tokyo Ghoul,kaneki,#ichigo,#bleach,#Rap,#anime,#rap de anime,#monster,#tauz monster,#7mz,#akatsuki,#tauz,player tauz,#rap monster","Atenção:Esse video e apenas um Repost de um dos videos que foi apagado do Canal do TAUZ Recentemente,todos os créditos Da música/Criador ao PLAYER TAUZ Narut...",12200,136
393,To Bleach or Not to Bleach? (feat. Natasha Lyonne) - Awkwafina is Nora from Queens,/watch?v=i-BkbHToPlk,226556,/user/comedycentral,Comedy Central,2 分 43 秒,6 か月,BLEACH,2020/08/28,,,,2020/02/19,"Awkwafina is Nora from Queens,Nora from Queens,Awkwafina,Nora Lum,Queens,New York City,comedy central,Natasha Lyonne,vaping,smoking,dads,dad,hair,haircut,bleached hair,bleaching,blonde,emotional crisis,funny,funny video,comedy videos,funny jokes,funny clips,comedy,comedy show,tv show,tv comedy,comedian,comedians,awkafina comedy central,hair dye,hair fail,natasha lyonne nora from queen,natasha lyonne awkwafina","Nora may be having an emotional crisis, but surely hair bleaching advice from a total stranger will fix everything. About Awkwafina is Nora from Queens: Awkw...",3525,92
396,Bleach Brave Souls OST - Rücksichtslosigkeit (Ruthlessness) or Epic Quincy's Theme,/watch?v=qJANMMy02MY,12247,/user/EdwardElrick94,LaDivineComédie2552,2 分 55 秒,3 週間,BLEACH,2020/08/28,,,,2020/07/31,, ,448,3
397,Jim Parsons Is Stir Crazy Enough to Bleach His Hair,/watch?v=zpMOJ19RRAc,441381,/user/TheEllenShow,TheEllenShow,6 分 12 秒,4 か月,BLEACH,2020/08/28,,,,2020/04/27,"ellen,the ellen show,ellen degeneres,jim parsons,jim parsons ellen,jim parsons interview,jim parsons funny,big bang theory,big bang theory interview,big bang theory funny,funny,hilarious,quarantine,bleaching hair,bleach,bleach hair,quarantine hair,ellen fans,ellen at home,ellen tickets,ellen interview,ellen funny,ellen coronavirus,coronavirus,coronavirus hair","Jim Parsons is ready to take risks with his hair while in quarantine, admitting he’s just stir crazy enough to bleach his hair or even buzz it all off. The a...",8187,197
398,What you NEED to KILL COVID 19 in your home,/watch?v=UmF3v2Cze9s,1630529,/channel/UCl9qgv-QTihuFpxERmHvjYQ,Out of the Doldrums,14 分 33 秒,5 か月,BLEACH,2020/08/28,,,,2020/03/09,"covid-19,novel coronavirius,how to keep house clean,diy hand sanitizer,diy cleaners,bleach,sars-cov-2,doctor,health","Join Dr. Van Dyken and her crazy husband Russell as they discuss how to keep your home safe from SARS-cov-2, or COVID-19. We discuss the cleaning agents that...",25968,2468
401,Testing Out Viral Fashion( BLEACH) Hacks by 5 MINUTE CRAFTS,/watch?v=0bboG4kbOmk,90919,/channel/UC9o0pPwSazYe24NFoargbfA,Ramya Vasudev,16 分 59 秒,2 週間,BLEACH,2020/08/28,,,,2020/08/09,"testing 5 minute crafts hacks,testing 5 minute crafts life hacks,5 minute crafts,testing out viral fashion hacks,testing 5 minute crafts clothing hacks,5 minute crafts fashion hacks,testing 5 minute crafts,yashita rai,yashita rai testing viral fashion hacks,testing viral fashion hacks,testing viral hacks in hindi,testing viral hacks of 5 minute craft,ramya vasudev,anaysa,testing 5 minute crafts hacks in hindi,nilanjana dhar,nilanjana,life hacks,do it yourself",Download app here: https://mlpl.link/INF0nfCr Page Links https://mlpl.link/INFEKfW1 Product Links SUGAR Cosmetics Eye Told You So! Smudgeproof Eyeliner - 02 ...,8242,172
